loss,val_loss,learning_rate
0.0016242640558630228,0.0009103033225983381,0.0005298417527228594
0.0014926830772310495,0.0012795160291716456,0.0005298417527228594
0.0015374331269413233,0.0009238336351700127,0.0005298417527228594
0.0015381816774606705,0.0010288875782862306,0.0002649208763614297
0.0015144856879487634,0.0008147639455273747,0.0002649208763614297
0.0014067426091060042,0.0008419791702181101,0.0002649208763614297
0.0015484465984627604,0.0008572514052502811,0.0002649208763614297
0.001443877350538969,0.0008652031538076699,0.0002649208763614297
0.0014135179808363318,0.0008079437538981438,0.0002649208763614297
0.001370325917378068,0.0008403018000535667,0.0002649208763614297
0.0014019127702340484,0.0007819868042133749,0.00013246043818071485
0.0014076154911890626,0.0009984405478462577,0.00013246043818071485
0.0013700632844120264,0.0008462806581519544,0.00013246043818071485
0.0014327190583571792,0.0007871618145145476,0.00013246043818071485
0.0013633249327540398,0.0008008357253856957,0.00013246043818071485
0.0013965772232040763,0.0008884903509169817,6.623021909035742e-05
0.0013470269041135907,0.000824976246803999,6.623021909035742e-05
0.0013816510327160358,0.0007626290898770094,6.623021909035742e-05
0.001416670624166727,0.00078295060666278,6.623021909035742e-05
0.0013343103928491473,0.0007821124163456261,6.623021909035742e-05
0.0013880557380616665,0.0007875783485360444,3.311510954517871e-05
0.0012683584354817867,0.0007757296552881598,3.311510954517871e-05
0.0013306381879374385,0.0007938419003039598,3.311510954517871e-05
0.0012891407823190093,0.000772156345192343,3.311510954517871e-05
0.0012919444125145674,0.0008079980034381151,3.311510954517871e-05
0.0012576245935633779,0.0007920907810330391,1.6557554772589356e-05
0.001303507830016315,0.0008239620365202427,1.6557554772589356e-05
0.0014012946048751473,0.000782304909080267,1.6557554772589356e-05
0.0013055860763415694,0.0008238391601480544,1.6557554772589356e-05
0.0013593282783403993,0.000755262968596071,1.6557554772589356e-05
0.0012422750005498528,0.000775784021243453,9.999999747378752e-06
0.0012749898014590144,0.0007949455757625401,9.999999747378752e-06
0.0012808406027033925,0.0007653076318092644,9.999999747378752e-06
0.0013025259831920266,0.000766042503528297,9.999999747378752e-06
0.0013023033970966935,0.0007652709609828889,9.999999747378752e-06
0.001288024359382689,0.0007517761550843716,9.999999747378752e-06
0.0013278955593705177,0.0007498394697904587,9.999999747378752e-06
0.0012772661866620183,0.0007737597334198654,9.999999747378752e-06
0.0012671242002397776,0.0007867442327551544,9.999999747378752e-06
0.0012893463717773557,0.0007561518577858806,9.999999747378752e-06
0.0013877758756279945,0.0008466513827443123,9.999999747378752e-06
0.0014172968221828341,0.00075391901191324,9.999999747378752e-06
0.0013443276984617114,0.0008180177537724376,9.999999747378752e-06
0.001331777311861515,0.000761623727157712,9.999999747378752e-06
0.0013259082334116101,0.0007626171573065221,9.999999747378752e-06
0.0013069834094494581,0.0007874838775023818,9.999999747378752e-06
0.0013188826851546764,0.00075361697236076,9.999999747378752e-06
0.001344473334029317,0.0008114479715004563,9.999999747378752e-06
0.001304481877014041,0.0007432423299178481,9.999999747378752e-06
0.0012421893188729882,0.0007905947277322412,9.999999747378752e-06
0.0013382057659327984,0.0007614237838424742,9.999999747378752e-06
0.0013500959612429142,0.0007493840530514717,9.999999747378752e-06
0.0012077747378498316,0.0007468280964531004,9.999999747378752e-06
0.0012562340125441551,0.0007572745089419186,9.999999747378752e-06
0.0013389858650043607,0.0007397232693620026,9.999999747378752e-06
0.0013731643557548523,0.0007627675659023225,9.999999747378752e-06
0.001275288756005466,0.0007573352195322514,9.999999747378752e-06
0.0013151114108040929,0.0007735507097095251,9.999999747378752e-06
0.0013809030642732978,0.0007729342323727906,9.999999747378752e-06
0.001265847240574658,0.0007889179978519678,9.999999747378752e-06
0.001296012895181775,0.0007631597691215575,9.999999747378752e-06
0.0012998050078749657,0.0007601171382702887,9.999999747378752e-06
